TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;DT_VENC;TITULO_POSFX;CD_INDEXADOR_POSFX;DS_INDEXADOR_POSFX;PR_INDEXADOR_POSFX;PR_CUPOM_POSFX;PR_TAXA_PREFX;TITULO_CETIP;TITULO_GARANTIA;CNPJ_INSTITUICAO_FINANC_COOBR
CLASSES - FIF;10.264.255/0001-15;ITAÚ RENDA FIXA CRÉDITO PRIVADO DIFERENCIADO FIF RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;39.000000;36325.61;;;PJ;10.552.848/0001-87;BRILHANTE TRANSMISSORA DE ENERGIA S;2025-12-15;S;DI1;DI de um dia;100.000000;1.250000;;S;N;
CLASSES - FIF;10.264.255/0001-15;ITAÚ RENDA FIXA CRÉDITO PRIVADO DIFERENCIADO FIF RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;31872.000000;32732874.90;;;PJ;08.467.115/0001-00;CIA ESTADUAL DE DISTRIBUIÇÃO DE ENE;2027-10-14;S;DI1;DI de um dia;100.000000;1.400000;;S;N;
CLASSES - FIF;10.264.255/0001-15;ITAÚ RENDA FIXA CRÉDITO PRIVADO DIFERENCIADO FIF RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;7.000000;55438382.17;;;PJ;01.417.222/0001-77;MRS LOGISTICA S.A.;2025-06-02;S;DI1;DI de um dia;100.000000;1.300000;;S;N;
CLASSES - FIF;10.265.279/0001-99;ETOILE FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2025-05-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;795.000000;46621.27;;;PJ;10.753.164/0001-43;ECO SECURITIZADORA D C AGRONEGOCIO;2025-12-15;S;OUT;OUTROS;100.000000;3.000000;;S;N;
CLASSES - FIF;10.265.279/0001-99;ETOILE FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2025-05-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;264.000000;234918.43;;;PJ;10.753.164/0001-43;ECO SECURITIZADORA D C AGRONEGOCIO;2025-12-15;S;OUT;OUTROS;100.000000;9.000000;;S;N;
CLASSES - FIF;10.410.461/0001-96;PIRATININGA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;2025-05-31;Títulos de Crédito Privado;CCB;N;Para negociação;;;;;1.000000;1685382.78;;;PJ;00.806.535/0001-54;PLANNER CV SA;2026-04-29;S;PRE;Taxa de juro prefixada;100.000000;12.680000;;S;N;
CLASSES - FIF;10.618.964/0001-51;SANTANDER CRESCIMENTO INSTITUCIONAL RF - FIF RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;2108.000000;2253464.21;;;PJ;15.139.629/0001-94;COELBA;2027-06-20;S;DI1;DI de um dia;100.000000;1.413421;;S;N;
CLASSES - FIF;10.883.252/0001-60;BRA1 FUNDO DE INVESTIMENTO RENDA FIXA;2025-05-31;Títulos de Crédito Privado;CCB;N;Para negociação;0.000000;0.00;0.000000;0.00;1.000000;0.00;;;PJ;04.184.896/0001-67;METALURGICA LCM CONSTRUTORA E INCORPORADORA;2050-05-07;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;0.000000;;S;N;
CLASSES - FIF;10.883.252/0001-60;BRA1 FUNDO DE INVESTIMENTO RENDA FIXA;2025-05-31;Títulos de Crédito Privado;CCB;N;Para negociação;0.000000;0.00;0.000000;0.00;12.000000;0.00;;;PJ;13.157.886/0001-23;ITACARE VILLE DESENVOLVIMENTO IMOBILIÁRIO;2050-08-11;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;0.000000;;S;N;
CLASSES - FIF;11.447.056/0001-05;LINCOLN FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;243.000000;238829.06;;;PJ;01.637.895/0001-32;VOTORANTIM CIMENTOS SA;2032-04-16;S;DI1;DI de um dia;100.000000;0.670000;;S;N;
CLASSES - FIF;11.447.136/0001-60;PRINCIPAL CLARITAS FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;3384043.000000;1600022.91;;;PJ;04.895.728/0001-80;EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.;2028-05-15;S;DI1;DI de um dia;100.000000;0.806300;;S;N;
CLASSES - FIF;11.447.136/0001-60;PRINCIPAL CLARITAS FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;1800.000000;1814592.46;;;PJ;07.714.104/0001-07;GIGA MAIS FIBRA TELECOMUNICACOES S.A.;2031-04-15;S;DI1;DI de um dia;100.000000;2.000000;;S;N;
CLASSES - FIF;12.765.687/0001-35;G5 SÃO LOURENÇO FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA;2025-05-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;195.000000;173493.48;;;PJ;10.753.164/0001-43;ECO SECURITIZAD;2025-12-15;S;DI1;DI de um dia;100.000000;9.005322;;S;N;
CLASSES - FIF;12.907.100/0001-85;FUNDO DE INVESTIMENTO SITA RENDA FIXA CREDITO PRIVADO LONGO PRAZO;2025-05-31;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;7436.000000;7436.00;;;PJ;76.627.504/0001-06;INEPAR;2050-09-06;S;DI1;DI de um dia;0.000000;0.000000;;S;N;
CLASSES - FIF;13.021.642/0001-19;KYKNOS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO INVESTIMENTO EXTERIOR;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;2115.000000;2132561.18;;;PJ;07.714.104/0001-07;GIGA MAIS FIBRA TELECOMUNICACOES S.A.;2031-07-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;9.234800;;S;N;
CLASSES - FIF;13.052.736/0001-55;SANTANDER PREV TKSSP1 MULTIMERCADO CREDITO PRIVADO - FIF RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;S;Para negociação;;;;;212.000000;223616.86;;;PJ;33.000.167/0001-01;PETROBRAS S/A;2030-02-25;S;DI1;DI de um dia;100.000000;1.649999;;S;N;
CLASSES - FIF;13.058.736/0001-62;CAIXA PREVINVEST PREVIDENCIÁRIO FIF RENDA FIXA CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;36820.000000;37087399.72;;;PJ;01.027.058/0001-91;CIELO S.A;2029-05-08;S;DI1;DI de um dia;100.000000;0.539999;;S;N;
CLASSES - FIF;13.058.736/0001-62;CAIXA PREVINVEST PREVIDENCIÁRIO FIF RENDA FIXA CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;9700.000000;10314371.23;;;PJ;50.746.577/0001-15;COSAN S/A;2028-12-27;S;DI1;DI de um dia;100.000000;1.662980;;S;N;
CLASSES - FIF;13.396.674/0001-07;PAGES PAF EXCLUSIVO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;500000.000000;266098.22;;;PJ;16.581.207/0001-37;DMCARD CARTOES DE CREDITO S.A.;2026-12-14;S;DI1;DI de um dia;100.000000;5.500000;;S;N;
CLASSES - FIF;13.411.914/0001-97;ITAÚ FLEXPREV PRIVATE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO - RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;2.000000;15839537.77;;;PJ;01.417.222/0001-77;MRS LOGISTICA S.A.;2025-06-02;S;DI1;DI de um dia;100.000000;1.300000;;S;N;
CLASSES - FIF;13.455.189/0001-59;SANTANDER ANS RENDA FIXA CRÉDITO PRIVADO - FIF RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;2589.000000;1336975.94;;;PJ;04.370.282/0001-70;COPEL GERAÇÃO;2025-09-10;S;DI1;DI de um dia;100.000000;1.334415;;S;N;
CLASSES - FIF;13.812.187/0001-70;G5 ÁGUAS CLARAS CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;0.000000;0.00;0.000000;0.00;1108.000000;985945.54;;;PJ;10.753.164/0001-43;ECOSECURITIZADORADIREITOSCREDITORIOSAGRONEGOCIOSA;2025-12-15;S;DI1;DI de um dia;100.000000;0.000000;;S;N;
CLASSES - FIF;13.914.334/0001-12;BRADESCO FUNDO DE INVESTIMENTO FINANCEIRO RF LP ELMA CHIPS - RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;3261.000000;3281290.02;;;PJ;01.027.058/0001-91;CIELO SA;2029-05-08;S;DI1;DI de um dia;100.000000;0.540000;;S;N;
CLASSES - FIF;13.914.334/0001-12;BRADESCO FUNDO DE INVESTIMENTO FINANCEIRO RF LP ELMA CHIPS - RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;133.000000;133572.58;;;PJ;61.856.571/0001-17;CIA GAS SAO PAULO COMGAS;2028-05-15;S;DI1;DI de um dia;100.000000;0.450000;;S;N;
CLASSES - FIF;14.076.676/0001-73;RUMO 9 CLOSED FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2025-05-31;Debêntures;Debênture conversível;N;Para negociação;;;;;48709.000000;77046.88;;;PJ;04.032.433/0001-80;ATMA PARTICIPAÇ;2029-04-11;S;DI1;DI de um dia;100.000000;2.481048;;S;N;
CLASSES - FIF;14.076.676/0001-73;RUMO 9 CLOSED FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2025-05-31;Debêntures;Debênture conversível;N;Para negociação;;;;;438382.000000;459331.06;;;PJ;04.032.433/0001-80;ATMA PARTICIPAÇ;2038-12-31;S;TR;Taxa Referencial;100.000000;1.028934;;S;N;
CLASSES - FIF;14.113.348/0001-08;PHISIQ QI GRAND SLAM FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;316.000000;1562556.44;;;PJ;61.167.060/0001-98;INDUSTRIA QUIMICA KIMBERLIT LTDA;2027-03-31;S;DI1;DI de um dia;100.000000;6.000000;;S;N;
CLASSES - FIF;14.171.959/0001-02;G5 VEREDAS FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2025-05-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;1235.000000;1098792.05;;;PJ;10.753.164/0001-43;ECO SECURITIZAD;2025-12-15;S;DI1;DI de um dia;100.000000;9.005322;;S;N;
CLASSES - FIF;14.171.982/0001-99;G5 CRYSTAL FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2025-05-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;829.000000;737569.73;;;PJ;10.753.164/0001-43;ECO SECURITIZAD;2025-12-15;S;DI1;DI de um dia;100.000000;9.005322;;S;N;
CLASSES - FIF;14.285.221/0001-68;AMARANTE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-05-31;Debêntures;Debênture conversível;N;Para negociação;;;;;2067148.000000;7975260.60;;;PJ;07.909.776/0001-78;AMATA SA;2049-12-31;S;DI1;DI de um dia;100.000000;0.000000;;S;N;
CLASSES - FIF;14.655.180/0001-54;FUNDO DE INVESTIMENTO MULTIMERCADO SCULPTOR CRÉDITO PRIVADO;2025-05-31;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;100.000000;390542.79;;;PJ;12.621.274/0001-87;PACER LOGISTICA S.A.;2025-09-13;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;0.000000;;S;N;
CLASSES - FIF;14.655.180/0001-54;FUNDO DE INVESTIMENTO MULTIMERCADO SCULPTOR CRÉDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;0.000000;0.00;0.000000;0.00;17.000000;8787614.45;;;PJ;01.227.165/0001-63;REDENÇÃO FRIGORIFICO DO PARA;2058-03-12;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;0.000000;;S;N;
CLASSES - FIF;14.843.497/0001-14;GUARATIBA CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-05-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;0.000000;0.00;0.000000;0.00;248.000000;263554.81;;;PJ;25.005.683/0001-09;VERTCOMPANHIASECURITIZADORA;2026-11-26;S;DI1;DI de um dia;100.000000;0.000000;;S;N;
CLASSES - FIF;14.843.603/0001-60;FEX FUNDO DE INVESTIMENTO  FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;159.000000;141463.92;;;PJ;10.753.164/0001-43;ECO SECURITIZAD;2025-12-15;S;DI1;DI de um dia;100.000000;9.848415;;S;N;
CLASSES - FIF;14.843.603/0001-60;FEX FUNDO DE INVESTIMENTO  FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;158.000000;140574.21;;;PJ;10.753.164/0001-43;ECO SECURITIZAD;2025-12-15;S;DI1;DI de um dia;100.000000;9.006016;;S;N;
CLASSES - FIF;14.843.603/0001-60;FEX FUNDO DE INVESTIMENTO  FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;2025-05-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;477.000000;27973.47;;;PJ;10.753.164/0001-43;ECO SECURITIZAD;2025-12-15;S;DI1;DI de um dia;100.000000;5.844672;;S;N;
CLASSES - FIF;14.880.030/0001-44;TIVIO CRÉDITO CORPORATIVO FIF RF CRÉDITO PRIVADO LONGO PRAZO - RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;CCB;N;Para negociação;;;;;1.000000;0.01;;;PJ;05.445.611/0001-67;PERFORMANCE EMP;2035-06-15;S;DI1;DI de um dia;100.000000;983.003107;;S;N;
CLASSES - FIF;15.091.732/0001-01;ALVORADA FIF MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;20000000.000000;18405950.40;;;PJ;07.576.952/0001-05;NATURAGUA AGUAS MINERAIS IND E COM;2029-12-21;S;DI1;DI de um dia;104.000000;0.000000;;S;N;
CLASSES - FIF;15.091.732/0001-01;ALVORADA FIF MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;10000000.000000;10442484.00;;;PJ;24.361.690/0001-72;Limine Trust Distribuidora de Titulos e Valores Mobiliarios LTDA;2028-11-14;S;DI1;DI de um dia;105.000000;0.000000;;S;N;
CLASSES - FIF;15.164.899/0001-55;PANTHER FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;42736.000000;231468.26;;;PJ;60.444.437/0001-46;LIGHT SERVICOS ELETRICIDADE SA;2027-08-31;S;PRE;Taxa de juro prefixada;100.000000;0.000000;;S;N;
CLASSES - FIF;15.164.899/0001-55;PANTHER FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;458.000000;213908.03;;;PJ;01.599.101/0001-93;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;2027-12-31;S;DI1;DI de um dia;100.000000;0.000000;;S;N;
CLASSES - FIF;15.164.899/0001-55;PANTHER FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;1.000000;443.62;;;PJ;01.599.101/0001-93;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;2029-01-15;S;DI1;DI de um dia;100.000000;4.500000;;S;N;
CLASSES - FIF;15.174.629/0001-25;INTEGRAL FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;1000.000000;1008106.92;;;PJ;07.714.104/0001-07;GIGA MAIS FIBRA TELECOMUNICACOES S.A.;2031-04-15;S;DI1;DI de um dia;100.000000;2.000000;;S;N;
CLASSES - FIF;15.323.443/0001-90;BRADESCO FUNDO DE  INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO ALPHARD;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;100.000000;106678.00;;;PJ;00.864.214/0001-06;ENERGISA SA;2025-06-08;S;DI1;DI de um dia;100.000000;1.354486;;S;N;
CLASSES - FIF;15.323.443/0001-90;BRADESCO FUNDO DE  INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO ALPHARD;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;420.000000;448047.58;;;PJ;00.864.214/0001-06;ENERGISA SA;2025-06-08;S;DI1;DI de um dia;100.000000;1.451921;;S;N;
CLASSES - FIF;15.398.622/0001-97;BB MWP FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2025-05-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;1000.000000;1125091.82;;;PJ;08.769.451/0001-08;VIRGO COMPANHIA DE SECURITIZAÇÃO;2031-09-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;5.399500;;S;N;
CLASSES - FIF;17.012.112/0001-65;G5 AETERNUS FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2025-05-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;319.000000;283817.55;;;PJ;10.753.164/0001-43;ECO SECURITIZAD;2025-12-15;S;DI1;DI de um dia;100.000000;9.005925;;S;N;
CLASSES - FIF;17.051.205/0001-07;ITAÚ INSTITUCIONAL RENDA FIXA ACTIVE FIX CRÉDITO PRIVADO MASTER FIF RESPONSABILIDADE LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;5762.000000;5917633.82;;;PJ;08.467.115/0001-00;CIA ESTADUAL DE DISTRIBUIÇÃO DE ENE;2027-10-14;S;DI1;DI de um dia;100.000000;1.400000;;S;N;
CLASSES - FIF;17.051.205/0001-07;ITAÚ INSTITUCIONAL RENDA FIXA ACTIVE FIX CRÉDITO PRIVADO MASTER FIF RESPONSABILIDADE LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;3.000000;23759306.65;;;PJ;01.417.222/0001-77;MRS LOGISTICA S.A.;2025-06-02;S;DI1;DI de um dia;100.000000;1.300000;;S;N;
CLASSES - FIF;17.072.641/0001-54;PORTO SEGURO INFLAÇÃO MASTER PREVIDENCIÁRIO FIF RENDA FIXA RESPONSABILIDADE LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;236.000000;251683.89;;;PJ;50.746.577/0001-15;COSAN SA INDUSTRIA E COMERCIO;2028-12-27;S;DI1;DI de um dia;100.000000;1.750000;;S;N;
CLASSES - FIF;17.138.466/0001-50;SANTANDER ANS II RENDA FIXA CRÉDITO PRIVADO - FIF RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;2237.000000;2391365.95;;;PJ;15.139.629/0001-94;COELBA;2027-06-20;S;DI1;DI de um dia;100.000000;1.413421;;S;N;
CLASSES - FIF;17.138.466/0001-50;SANTANDER ANS II RENDA FIXA CRÉDITO PRIVADO - FIF RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;1802.000000;930564.17;;;PJ;04.370.282/0001-70;COPEL GERAÇÃO;2025-09-10;S;DI1;DI de um dia;100.000000;1.334415;;S;N;
CLASSES - FIF;17.138.466/0001-50;SANTANDER ANS II RENDA FIXA CRÉDITO PRIVADO - FIF RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;8479.000000;9045205.62;;;PJ;28.201.130/0001-01;ENERGISA TRANSM;2025-06-08;S;DI1;DI de um dia;100.000000;1.449999;;S;N;
CLASSES - FIF;17.138.474/0001-05;SANTANDER CRESCIMENTO INSTITUCIONAL RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - FIF RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;8514.000000;4396683.32;;;PJ;04.370.282/0001-70;COPEL GERAÇÃO;2025-09-10;S;DI1;DI de um dia;100.000000;1.334415;;S;N;
CLASSES - FIF;17.138.500/0001-97;SANTANDER AMAZONAS MULTIMERCADO CRÉDITO PRIVADO - FIF;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Mantido até o vencimento;0.000000;0.00;0.000000;0.00;30000.000000;31766351.65;;;PJ;05.206.937/0001-31;DW ADM;2029-07-12;S;DI1;DI de um dia;100.000000;1.781245;;S;N;
CLASSES - FIF;17.247.748/0001-96;JADE EXCLUSIVO FUNDO DE INVESTIMENTO FINANCEIRO;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;10858.000000;58809.49;;;PJ;60.444.437/0001-46;LIGHT SERVICOS ELETRICIDADE SA;2027-08-31;S;PRE;Taxa de juro prefixada;100.000000;0.000000;;S;N;
CLASSES - FIF;17.247.748/0001-96;JADE EXCLUSIVO FUNDO DE INVESTIMENTO FINANCEIRO;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;573.000000;267618.56;;;PJ;01.599.101/0001-93;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;2027-12-31;S;DI1;DI de um dia;100.000000;0.000000;;S;N;
CLASSES - FIF;17.247.748/0001-96;JADE EXCLUSIVO FUNDO DE INVESTIMENTO FINANCEIRO;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;1.000000;443.62;;;PJ;01.599.101/0001-93;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;2029-01-15;S;DI1;DI de um dia;100.000000;4.500000;;S;N;
CLASSES - FIF;17.247.748/0001-96;JADE EXCLUSIVO FUNDO DE INVESTIMENTO FINANCEIRO;2025-05-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;354.000000;181015.32;;;PJ;02.773.542/0001-22;OPEA SECURITIZADORA S.A.;2026-12-17;S;DI1;DI de um dia;100.000000;5.350000;;S;N;
CLASSES - FIF;17.689.994/0001-06;BNP PARIBAS IGUAÇU CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;5170.000000;5173030.12;;;PJ;61.695.227/0001-93;ELETROPAULO METROPOLITANA;2028-05-15;S;DI1;DI de um dia;100.000000;1.100000;;S;N;
CLASSES - FIF;18.160.553/0001-77;DRC FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;207.000000;203446.98;;;PJ;01.637.895/0001-32;VOTORANTIM CIMENTOS SA;2032-04-16;S;DI1;DI de um dia;100.000000;0.670000;;S;N;
CLASSES - FIF;18.599.004/0001-01;SANTANDER PREV CRESCIMENTO RENDA FIXA CRÉDITO PRIVADO - FIF RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;29687.000000;31856738.58;;;PJ;15.139.629/0001-94;COELBA;2029-06-20;S;DI1;DI de um dia;100.000000;1.547224;;S;N;
CLASSES - FIF;18.599.004/0001-01;SANTANDER PREV CRESCIMENTO RENDA FIXA CRÉDITO PRIVADO - FIF RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;9355.000000;9974917.87;;;PJ;50.746.577/0001-15;COSAN SA INDUST;2028-12-27;S;DI1;DI de um dia;100.000000;1.630871;;S;N;
CLASSES - FIF;18.599.004/0001-01;SANTANDER PREV CRESCIMENTO RENDA FIXA CRÉDITO PRIVADO - FIF RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;20130.000000;21519086.56;;;PJ;15.139.629/0001-94;COELBA;2027-06-20;S;DI1;DI de um dia;100.000000;1.413421;;S;N;
CLASSES - FIF;18.599.004/0001-01;SANTANDER PREV CRESCIMENTO RENDA FIXA CRÉDITO PRIVADO - FIF RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;11081.000000;11548298.82;;;PJ;21.314.559/0001-66;MOVIDA PARTI;2027-02-04;S;DI1;DI de um dia;100.000000;3.433995;;S;N;
CLASSES - FIF;18.599.004/0001-01;SANTANDER PREV CRESCIMENTO RENDA FIXA CRÉDITO PRIVADO - FIF RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;26740.000000;13808704.72;;;PJ;04.370.282/0001-70;COPEL GERAÇÃO;2025-09-10;S;DI1;DI de um dia;100.000000;1.334415;;S;N;
CLASSES - FIF;18.685.779/0001-91;SEVEN SONS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;142.000000;139562.66;;;PJ;01.637.895/0001-32;VOTORANTIM CIMENTOS SA;2032-04-16;S;DI1;DI de um dia;100.000000;0.670000;;S;N;
